,Source,Source type,Term (months),Interest Rate,Amount of Funds,PDF_Filename,Financing Type,Residual Receipts/Deferred Pymt.,Annual Debt Service,Sourcing Type,Application Number,Unnamed: 1,Type of tax credit funding_x,Project Name_x,Project Address,Project City_x,Project Zip Code_x,Project Phone Number,Project County_x,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type_x,Housing Type_x,Total Units_x,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award_x,Total State Award_x,Housing Type_y,Total Units_y,Type of tax credit funding_y,Project Name_y,Project City_y,Project Zip Code_y,Project County_y,Collapsed Construction Type,Construction Type_y,Annual Federal Award_y,Total State Award_y,Total Costs,Land and Acquisition,Construction Costs,Rehabilitation Costs,Construction Contigency,Hard Cost Contingency ,Soft Cost Contingency ,Relocation,Arch/Engineering,CIPF,Legal Fees,Reserves,Other Costs,Developer Fee,Commercial Costs,Construction Cost per Square Foot,Per Unit Cost,True Cash per Unit Cost,#ofPermFinancing Sources,Federal Tax Credit Factor
486,Surf Development - Deferred Dev Fee,,180,,"$827,883 ",19-109,Construction Financing,,,Deferred Developer Fee,CA-2019-109,,0.09,West Cox Cottages,"1141 West Cox Lane, Santa Maria, CA 93458",Santa Maria,93458,,Santa Barbara,19.0,35.0,24.0,23.05,117-451-015,Preliminary Reservation,,,New Construction,Special Needs,30.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,"West Cox Cottages, L.P.",Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,93436.0,8057363423,,Surf Development Company,,,,,Housing Authority of the County of SB,Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,",  93436",8057363423,,Surf Development Compnay,444005.0,,Special Needs,30,0.09,West Cox Cottages,Santa Maria,93458,Santa Barbara,New Construction,New Construction,444005.0,,10219078,1420000.0,4761050.0,0.0,378053.0,,,0.0,175000,559167,110000.0,698003,940292,1177513,0.0,271,340636,340418.0,5,0.91991
487,CCRC - Tranche B Loan,,360,6.250%,"$3,150,000",19-109,Permanent Financing,,"$232,741",Local Grant,CA-2019-109,,0.09,West Cox Cottages,"1141 West Cox Lane, Santa Maria, CA 93458",Santa Maria,93458,,Santa Barbara,19.0,35.0,24.0,23.05,117-451-015,Preliminary Reservation,,,New Construction,Special Needs,30.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,"West Cox Cottages, L.P.",Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,93436.0,8057363423,,Surf Development Company,,,,,Housing Authority of the County of SB,Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,",  93436",8057363423,,Surf Development Compnay,444005.0,,Special Needs,30,0.09,West Cox Cottages,Santa Maria,93458,Santa Barbara,New Construction,New Construction,444005.0,,10219078,1420000.0,4761050.0,0.0,378053.0,,,0.0,175000,559167,110000.0,698003,940292,1177513,0.0,271,340636,340418.0,5,0.91991
488,HACSB HEAP/NPLH Loan,,660,4.000%,"$2,850,000",19-109,Permanent Financing,Residual,,Local Grant,CA-2019-109,,0.09,West Cox Cottages,"1141 West Cox Lane, Santa Maria, CA 93458",Santa Maria,93458,,Santa Barbara,19.0,35.0,24.0,23.05,117-451-015,Preliminary Reservation,,,New Construction,Special Needs,30.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,"West Cox Cottages, L.P.",Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,93436.0,8057363423,,Surf Development Company,,,,,Housing Authority of the County of SB,Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,",  93436",8057363423,,Surf Development Compnay,444005.0,,Special Needs,30,0.09,West Cox Cottages,Santa Maria,93458,Santa Barbara,New Construction,New Construction,444005.0,,10219078,1420000.0,4761050.0,0.0,378053.0,,,0.0,175000,559167,110000.0,698003,940292,1177513,0.0,271,340636,340418.0,5,0.91991
489,Surf Development - Deferred Dev Fee,,,,"$6,550",19-109,Permanent Financing,Deferred,,Deferred Developer Fee,CA-2019-109,,0.09,West Cox Cottages,"1141 West Cox Lane, Santa Maria, CA 93458",Santa Maria,93458,,Santa Barbara,19.0,35.0,24.0,23.05,117-451-015,Preliminary Reservation,,,New Construction,Special Needs,30.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,"West Cox Cottages, L.P.",Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,93436.0,8057363423,,Surf Development Company,,,,,Housing Authority of the County of SB,Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,",  93436",8057363423,,Surf Development Compnay,444005.0,,Special Needs,30,0.09,West Cox Cottages,Santa Maria,93458,Santa Barbara,New Construction,New Construction,444005.0,,10219078,1420000.0,4761050.0,0.0,378053.0,,,0.0,175000,559167,110000.0,698003,940292,1177513,0.0,271,340636,340418.0,5,0.91991
490,CREA - Solar Credit,,,,"$128,090",19-109,Permanent Financing,,,Bank Loan,CA-2019-109,,0.09,West Cox Cottages,"1141 West Cox Lane, Santa Maria, CA 93458",Santa Maria,93458,,Santa Barbara,19.0,35.0,24.0,23.05,117-451-015,Preliminary Reservation,,,New Construction,Special Needs,30.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,"West Cox Cottages, L.P.",Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,93436.0,8057363423,,Surf Development Company,,,,,Housing Authority of the County of SB,Robert P. Havlicek Jr.,815 West Ocean Avenue,Lompoc,CA,",  93436",8057363423,,Surf Development Compnay,444005.0,,Special Needs,30,0.09,West Cox Cottages,Santa Maria,93458,Santa Barbara,New Construction,New Construction,444005.0,,10219078,1420000.0,4761050.0,0.0,378053.0,,,0.0,175000,559167,110000.0,698003,940292,1177513,0.0,271,340636,340418.0,5,0.91991
491,Banner Bank,,24,5.00%,"$11,360,635 ",19-110,Construction Financing,,,Bank Loan,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
492,CREA LIHTC Equity Contribution,,,,"$2,361,364 ",19-110,Construction Financing,,,Bank Loan,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
493,Construction Period Holdbacks,,,,"$2,173,329 ",19-110,Construction Financing,,,,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
494,City of Santa Rosa Fee Waivers,,,,"$612,115 ",19-110,Construction Financing,,,Local Grant,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
495,City of Santa Rosa Loan,,660,3.00%,"$3,100,000 ",19-110,Construction Financing,,,Local Grant,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
496,Banner Bank,,420,5.750%,"$3,580,000",19-110,Permanent Financing,,"$237,784",Bank Loan,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
497,City of Santa Rosa Fee Waivers,,,,"$612,115",19-110,Permanent Financing,,,Local Grant,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
498,Developer Fee Note,,180,3.000%,"$508,509",19-110,Permanent Financing,Residual,,Deferred Developer Fee,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
499,City of Santa Rosa Loan,,660,3.000%,"$3,100,000",19-110,Permanent Financing,Residual,,Local Grant,CA-2019-110,,0.09,Dutton Flats,"206 West 3rd Street, Santa Rosa, CA 95401",Santa Rosa,95401,,Sonoma,10.0,2.0,5.0,1530.03,"125-061-026, 125-061-027, 125-061-028",Preliminary Reservation,,,New Construction,Large Family,41.0,40.0,0.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,"Dutton Flats, LP",Phil Wood,"4 Venture, Suite 295",Irvine,CA,92618.0,9497273656,,IH Dutton Flats Santa Rosa LLC,Phoenix Development Company of Minneapolis,,,,"FPI Management, Inc",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,Integrity Housing,1230000.0,,Large Family,41,0.09,Dutton Flats,Santa Rosa,95401,Sonoma,New Construction,New Construction,1230000.0,,19607443,1325000.0,10688997.0,0.0,1131920.0,,,0.0,1000000,910468,245000.0,116771,1841010,2348277,0.0,221,478230,450898.0,5,0.9599
500,Pacific Western Bank,,420,4.75%,"$15,000,000 ",19-112,Construction Financing,,,Bank Loan,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
501,AHSC - HRI,,360,,"$2,150,000 ",19-112,Construction Financing,,,,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
502,City of Arcata,,,,"$1,800,000 ",19-112,Construction Financing,,,Local Grant,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
503,Raymond James,,,,"$2,807,007 ",19-112,Construction Financing,,,Tax Credit Equity,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
504,Pacific Western Bank,,420,5.750%,"$900,000",19-112,Permanent Financing,,"$59,778",Bank Loan,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
505,City of Arcata,,,,"$1,800,000",19-112,Permanent Financing,,,Local Grant,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
506,Solar Tax Credit,,,,"$198,000",19-112,Permanent Financing,,,Tax Credit Equity,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
507,AHSC - HRI,,360,0.420%,"$2,150,000",19-112,Permanent Financing,,,,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
508,Danco Communities,,,,"$209,817",19-112,Permanent Financing,,,,CA-2019-112,,0.09,Isackson’s Multifamily Housing ,"601 I Street, Arcata, CA 95521",Arcata,95521,,Humboldt,2.0,2.0,2.0,10.0,"021-163-006, .74 acre portion of parcel",Preliminary Reservation,,,New Construction,Large Family,44.0,43.0,0.0,16.0,17.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,Arcata 7th Street LP ,Chris Dart,5251 Ericson Way,Arcata,CA,95521.0,7078229000,,Community Revitalization & Development Corportation,Johnson & Johnson LLC,,,,Danco Property Management,Camillia Yocom,5251 Ericson Way,Arcata,CA,95521,7078229000,,Danco Communities,1793390.0,,Large Family,44,0.09,Isackson’s Multifamily Housing ,Arcata,95521,Humboldt,New Construction,New Construction,1793390.0,,21738908,650000.0,15569193.0,0.0,1164883.0,,,0.0,700000,514172,100000.0,148189,756704,2135767,0.0,294,494066,489298.0,6,0.92
509,JP Morgan Chase Construction Loan,,,,"$11,000,000 ",19-119,Construction Financing,,,Bank Loan,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
510,USDA Loan (Second Mortgage),,,,"$2,288,095 ",19-119,Construction Financing,,,Federal Loan,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
